#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column double energy
#column double particle1x
#column double particle1y
#column double particle1z
#column double particle2x
#column double particle2y
#column double particle2z
#column double time
#column double origx
#column double origy
#column double origz
1.022,-210.098,221.097,0,180.078,-246.164,0,0.00575886,-14.4564,-13.1961,0
1.022,133.586,-274.189,0,-166.787,255.357,0,-0.0289908,-14.4564,-13.1961,0
1.022,-59.6372,299.113,0,27.5773,-303.751,0,0.0733195,-14.4564,-13.1961,0
1.022,-151.231,264.866,0,117.498,-281.459,0,0.0364277,-14.4564,-13.1961,0
1.022,186.527,-241.314,0,-215.896,215.439,0,-0.00229902,-14.4564,-13.1961,0
1.01049,124.227,278.554,0,-138.527,-271.726,-0.18241,0.120617,-14.4564,-13.1961,0
1.022,285.961,106.073,0,-280.846,-118.956,0,0.122121,-14.4564,-13.1961,0
1.022,-166.184,255.749,0,132.958,-274.495,0,0.0292867,-14.4564,-13.1961,0
1.022,303.18,-33.2719,0,-304.956,5.16462,0,0.0906976,-14.4564,-13.1961,0
1.022,242.622,184.824,0,-240.629,-187.41,0,0.130126,-14.4564,-13.1961,0
1.022,-164.323,-256.949,0,155.117,262.609,0,-0.125507,-14.4564,-13.1961,0
1.022,89.9666,291.429,0,-107.743,-285.335,0,0.114551,-14.4564,-13.1961,0
1.022,2.32688,304.991,0,-29.7712,-303.544,0,0.0929927,-14.4564,-13.1961,0
1.022,-97.4674,-289.007,0,78.2396,294.794,0,-0.112094,-14.4564,-13.1961,0
1.022,-263.894,-152.921,0,268.242,145.16,0,-0.127165,-14.4564,-13.1961,0
1.022,293.636,82.4793,0,-288.704,-98.3613,0,0.118212,-14.4564,-13.1961,0
